   855/855 , 1.000000000000000
   875/855 , 0.816190355330686
   936/855 , 1.260267017603300
  1004/855 , 1.085456600095687
  1070/855 , 0.925244481066900
  1218/855 , 0.809698031862938
  1265/855 , 1.794981544309321
  1302/855 , 1.423327949028375
  1335/855 , 1.117666400698968
  1445/855 , 2.660884698651799
  1576/855 , 0.467297260194956
  1618/855 , 0.925191264190311
  1655/855 , 2.329634478170136
  1745/855 , 0.762596396194766
   855/875 , 1.225204382125837
   875/875 , 1.000000000000000
   936/875 , 1.544084672616222
  1004/875 , 1.329906183044647
  1070/875 , 1.133613592740912
  1218/875 , 0.992045576837137
  1265/875 , 2.199219253922782
  1302/875 , 1.743867640351745
  1335/875 , 1.369369771891187
  1445/875 , 3.260127593119771
  1576/875 , 0.572534650946257
  1618/875 , 1.133548391190511
  1655/875 , 2.854278371405488
  1745/875 , 0.934336446411198
   855/936 , 0.793482639815283
   875/936 , 0.647632877739566
   936/936 , 1.000000000000000
  1004/936 , 0.861290968448847
  1070/936 , 0.734165433311485
  1218/936 , 0.642481331775843
  1265/936 , 1.424286694198273
  1302/936 , 1.129386018317907
  1335/936 , 0.886848886059463
  1445/936 , 2.111365814930323
  1576/936 , 0.370792263597942
  1618/936 , 0.734123206643766
  1655/936 , 1.848524515543138
  1745/936 , 0.605107001566244
  855/1004 , 0.921271287964758
  875/1004 , 0.751932739879914
  936/1004 , 1.161047818486896
 1004/1004 , 1.000000000000000
 1070/1004 , 0.852401174754787
 1218/1004 , 0.745951548676898
 1265/1004 , 1.653664959198818
 1302/1004 , 1.311271172797608
 1335/1004 , 1.029673964486873
 1445/1004 , 2.451396673452659
 1576/1004 , 0.430507548762209
 1618/1004 , 0.852352147574350
 1655/1004 , 2.146225356190907
 1745/1004 , 0.702558164119635
  855/1070 , 1.080795422683202
  875/1070 , 0.882134800079581
  936/1070 , 1.362090823984257
 1004/1070 , 1.173156524904689
 1070/1070 , 1.000000000000000
 1218/1070 , 0.875117926593061
 1265/1070 , 1.940007836890340
 1302/1070 , 1.538326332286938
 1335/1070 , 1.207968729962255
 1445/1070 , 2.875872002590636
 1576/1070 , 0.505052739851109
 1618/1070 , 0.999942483443373
 1655/1070 , 2.517858280531253
 1745/1070 , 0.824210694362009
  855/1218 , 1.235028320001246
  875/1218 , 1.008018203345277
  936/1218 , 1.556465457503585
 1004/1218 , 1.340569641250440
 1070/1218 , 1.142703137042478
 1218/1218 , 1.000000000000000
 1265/1218 , 2.216853041101583
 1302/1218 , 1.757850325699333
 1335/1218 , 1.380349657177087
 1445/1218 , 3.286267959092954
 1576/1218 , 0.577125350199761
 1618/1218 , 1.142637412692789
 1655/1218 , 2.877164555791443
 1745/1218 , 0.941828146031427
  855/1265 , 0.557108792104480
  875/1265 , 0.454706822985605
  936/1265 , 0.702105835906090
 1004/1265 , 0.604717415361144
 1070/1265 , 0.515461835248517
 1218/1265 , 0.451089892500536
 1265/1265 , 1.000000000000000
 1302/1265 , 0.792948514451745
 1335/1265 , 0.622661778469164
 1445/1265 , 1.482402260395197
 1576/1265 , 0.260335412180945
 1618/1265 , 0.515432187658681
 1655/1265 , 1.297859850178315
 1745/1265 , 0.424849157147296
  855/1302 , 0.702578770186199
  875/1302 , 0.573438016086070
  936/1302 , 0.885436851333955
 1004/1302 , 0.762618763185720
 1070/1302 , 0.650057129629550
 1218/1302 , 0.568876647448449
 1265/1302 , 1.261115925907766
 1302/1302 , 1.000000000000000
 1335/1302 , 0.785248685281516
 1445/1302 , 1.869481099186055
 1576/1302 , 0.328313134379152
 1618/1302 , 0.650019740581843
 1655/1302 , 1.636751726656141
 1745/1302 , 0.535784038186946
  855/1335 , 0.894721358157155
  875/1335 , 0.730262943236242
  936/1335 , 1.127587817630692
 1004/1335 , 0.971181203458261
 1070/1335 , 0.827835998727589
 1218/1335 , 0.724454122765583
 1265/1335 , 1.606008325191463
 1302/1335 , 1.273481915657706
 1335/1335 , 1.000000000000000
 1445/1335 , 2.380750371477330
 1576/1335 , 0.418100839304748
 1618/1335 , 0.827788384451490
 1655/1335 , 2.084373724318120
 1745/1335 , 0.682311283329133
  855/1445 , 0.375814856053956
  875/1445 , 0.306736460901229
  936/1445 , 0.473627067810133
 1004/1445 , 0.407930715917777
 1070/1445 , 0.347720621466874
 1218/1445 , 0.304296549291742
 1265/1445 , 0.674580730694115
 1302/1445 , 0.534907788281671
 1335/1445 , 0.420035637495026
 1445/1445 , 1.000000000000000
 1576/1445 , 0.175617252574575
 1618/1445 , 0.347700621774059
 1655/1445 , 0.875511246071843
 1745/1445 , 0.286595054863202
  855/1576 , 2.139965467768421
  875/1576 , 1.746619175533305
  936/1576 , 2.696927897838560
 1004/1576 , 2.322839640966087
 1070/1576 , 1.979991238726479
 1218/1576 , 1.732725827506743
 1265/1576 , 3.841198520103580
 1302/1576 , 3.045872660230374
 1335/1576 , 2.391767501980816
 1445/1576 , 5.694201368828232
 1576/1576 , 1.000000000000000
 1618/1576 , 1.979877356448275
 1655/1576 , 4.985337335806798
 1745/1576 , 1.631929953701445
  855/1618 , 1.080857589889977
  875/1618 , 0.882185540354169
  936/1618 , 1.362169171264532
 1004/1618 , 1.173224004709592
 1070/1618 , 1.000057519864972
 1218/1618 , 0.875168263258033
 1265/1618 , 1.940119425879161
 1302/1618 , 1.538414816609853
 1335/1618 , 1.208038212160492
 1445/1618 , 2.876037422359901
 1576/1618 , 0.505081790416509
 1618/1618 , 1.000000000000000
 1655/1618 , 2.518003107399567
 1745/1618 , 0.824258102849857
  855/1655 , 0.429251888813679
  875/1655 , 0.350351251657205
  936/1655 , 0.540971997715798
 1004/1655 , 0.465934295816348
 1070/1655 , 0.397162941112399
 1218/1655 , 0.347564409545885
 1265/1655 , 0.770499218280470
 1302/1655 , 0.610966210521730
 1335/1655 , 0.479760413563618
 1445/1655 , 1.142189782811701
 1576/1655 , 0.200588231576142
 1618/1655 , 0.397140097667606
 1655/1655 , 1.000000000000000
 1745/1655 , 0.327345943469108
  855/1745 , 1.311309632447570
  875/1745 , 1.070278274855933
  936/1745 , 1.652600279639178
 1004/1745 , 1.423369695309263
 1070/1745 , 1.213282000391979
 1218/1745 , 1.061764828555710
 1265/1745 , 2.353776589118427
 1302/1745 , 1.866423649692752
 1335/1745 , 1.465606717099562
 1445/1745 , 3.489243736174453
 1576/1745 , 0.612771398510004
 1618/1745 , 1.213212216589099
 1655/1745 , 3.054872131306467
 1745/1745 , 1.000000000000000
